Time,GPU Power (W)
1.09,-0.20231999999995054
1.10,-0.20231999999995054
1.11,-0.20231999999995054
1.12,-0.20231999999995054
1.13,-0.20231999999995054
1.14,-0.20231999999995054
1.15,-0.20231999999995054
1.16,-0.20231999999995054
1.17,-0.20231999999995054
1.18,-0.20231999999995054
1.19,-0.20231999999995054
1.20,-0.20231999999995054
1.21,-0.20231999999995054
1.22,-0.20231999999995054
1.23,-0.20231999999995054
1.24,-0.20231999999995054
1.25,-0.20231999999995054
1.26,-0.20231999999995054
1.27,-0.20231999999995054
1.28,-0.20231999999995054
1.29,-0.20231999999995054
1.30,-0.20231999999995054
1.31,-0.20231999999995054
1.32,-0.20231999999995054
1.33,-0.20231999999995054
1.34,-0.20231999999995054
1.35,-0.20231999999995054
1.36,-0.24731999999995224
1.37,-0.24731999999995224
1.38,-0.24731999999995224
1.39,-0.24731999999995224
1.40,-0.24731999999995224
1.41,-0.24731999999995224
1.42,-0.24731999999995224
1.43,-0.24731999999995224
1.44,-0.24731999999995224
1.45,-0.24731999999995224
1.46,-0.24731999999995224
1.47,-0.24731999999995224
1.48,-0.24731999999995224
1.49,-0.24731999999995224
1.50,-0.24731999999995224
1.51,-0.24731999999995224
1.52,-0.24731999999995224
1.53,-0.24731999999995224
1.54,-0.24731999999995224
1.55,-0.24731999999995224
1.56,-0.24731999999995224
1.57,-0.24731999999995224
1.58,-0.24731999999995224
1.59,-0.24731999999995224
1.60,-0.24731999999995224
1.61,-0.24731999999995224
1.62,-0.24731999999995224
1.63,-0.24731999999995224
1.64,-0.24731999999995224
1.65,-0.24731999999995224
1.66,-0.24731999999995224
1.67,-0.24731999999995224
1.68,-0.24731999999995224
1.69,-0.24731999999995224
1.70,-0.24731999999995224
1.71,-0.24731999999995224
1.72,-0.24731999999995224
1.73,-0.24731999999995224
1.74,-0.24731999999995224
1.75,-0.24731999999995224
1.76,-0.24731999999995224
1.77,-0.24731999999995224
1.78,-0.24731999999995224
1.79,-0.24731999999995224
1.80,-0.24731999999995224
1.81,-0.24731999999995224
1.82,-0.24731999999995224
1.83,-0.24731999999995224
1.84,-0.24731999999995224
1.85,-0.24731999999995224
1.86,-0.24731999999995224
1.87,-0.24731999999995224
1.88,-0.24731999999995224
1.89,-0.24731999999995224
1.90,-0.24731999999995224
1.91,-0.24731999999995224
1.92,-0.24731999999995224
1.93,-0.24731999999995224
1.94,-0.24731999999995224
1.95,-0.24731999999995224
1.96,-0.24731999999995224
1.97,-0.24731999999995224
1.98,-0.24731999999995224
1.99,-0.24731999999995224
2.00,-0.24731999999995224
2.01,-0.24731999999995224
2.02,-0.24731999999995224
2.03,-0.24731999999995224
2.04,-0.24731999999995224
2.05,-0.24731999999995224
2.06,-0.24731999999995224
2.07,-0.24731999999995224
2.08,-0.24731999999995224
2.09,-0.24731999999995224
2.10,-0.24731999999995224
2.11,-0.24731999999995224
2.12,-0.24731999999995224
2.13,-0.24731999999995224
2.14,-0.24731999999995224
2.15,-0.24731999999995224
2.16,-0.24731999999995224
2.17,-0.24731999999995224
2.18,-0.24731999999995224
2.19,-0.24731999999995224
2.20,-0.24731999999995224
2.21,-0.24731999999995224
2.22,-0.24731999999995224
2.23,-0.24731999999995224
2.24,-0.24731999999995224
2.25,-0.24731999999995224
2.26,-0.24731999999995224
2.27,-0.24731999999995224
2.28,-0.24731999999995224
2.29,-0.24731999999995224
2.30,-0.24731999999995224
2.31,-0.24731999999995224
2.32,-0.24731999999995224
2.33,-0.24731999999995224
2.34,-0.24731999999995224
2.35,-0.24731999999995224
2.36,-0.24731999999995224
2.37,-0.24731999999995224
2.38,-0.24731999999995224
2.39,-0.24731999999995224
2.40,-0.24731999999995224
2.42,-0.24731999999995224
2.43,-0.24731999999995224
2.44,-0.24731999999995224
2.45,-0.19431999999995142
2.46,-0.19431999999995142
2.47,-0.19431999999995142
2.48,-0.19431999999995142
2.49,-0.19431999999995142
2.50,-0.19431999999995142
2.51,-0.19431999999995142
2.52,-0.19431999999995142
2.53,-0.19431999999995142
2.54,-0.19431999999995142
2.55,-0.19431999999995142
2.56,-0.19431999999995142
2.57,-0.19431999999995142
2.58,-0.19431999999995142
2.59,-0.19431999999995142
2.60,-0.19431999999995142
2.61,-0.19431999999995142
2.62,-0.19431999999995142
2.63,-0.19431999999995142
2.64,-0.19431999999995142
2.65,-0.19431999999995142
2.66,-0.19431999999995142
2.67,-0.19431999999995142
2.68,-0.19431999999995142
2.69,-0.19431999999995142
2.70,-0.19431999999995142
2.71,-0.19431999999995142
2.72,-0.19431999999995142
2.73,-0.19431999999995142
2.74,-0.19431999999995142
2.75,-0.19431999999995142
2.76,-0.19431999999995142
2.77,-0.19431999999995142
2.78,-0.19431999999995142
2.79,-0.19431999999995142
2.80,-0.19431999999995142
2.81,-0.19431999999995142
2.82,-0.19431999999995142
2.83,-0.19431999999995142
2.84,-0.19431999999995142
2.85,-0.19431999999995142
2.86,-0.19431999999995142
2.87,-0.19431999999995142
2.88,-0.19431999999995142
2.89,-0.19431999999995142
2.90,-0.19431999999995142
2.91,-0.19431999999995142
2.92,-0.19431999999995142
2.93,-0.19431999999995142
2.94,-0.19431999999995142
2.95,-0.19431999999995142
2.96,-0.19431999999995142
2.97,-0.19431999999995142
2.98,-0.19431999999995142
2.99,-0.19431999999995142
3.00,-0.19431999999995142
3.01,-0.19431999999995142
3.02,-0.19431999999995142
3.03,-0.19431999999995142
3.04,-0.19431999999995142
3.05,-0.19431999999995142
3.06,-0.19431999999995142
3.07,-0.19431999999995142
3.08,-0.19431999999995142
3.09,-0.19431999999995142
3.10,-0.19431999999995142
3.11,-0.19431999999995142
3.12,-0.19431999999995142
3.13,-0.19431999999995142
3.14,-0.19431999999995142
3.15,-0.19431999999995142
3.16,-0.19431999999995142
3.17,-0.19431999999995142
3.18,-0.19431999999995142
3.19,-0.19431999999995142
3.20,-0.19431999999995142
3.21,-0.19431999999995142
3.22,-0.19431999999995142
3.23,-0.19431999999995142
3.24,-0.19431999999995142
3.25,-0.19431999999995142
3.26,-0.19431999999995142
3.27,-0.19431999999995142
3.28,-0.19431999999995142
3.29,-0.19431999999995142
3.30,-0.19431999999995142
3.31,-0.19431999999995142
3.32,-0.19431999999995142
3.33,-0.19431999999995142
3.34,-0.19431999999995142
3.35,-0.19431999999995142
3.36,-0.19431999999995142
3.37,-0.19431999999995142
3.38,-0.19431999999995142
3.39,-0.19431999999995142
3.40,-0.19431999999995142
3.41,-0.19431999999995142
3.42,-0.19431999999995142
3.43,-0.19431999999995142
3.44,-0.19431999999995142
3.45,-0.19431999999995142
3.46,-0.19431999999995142
3.47,-0.19431999999995142
3.48,-0.19431999999995142
3.49,-0.19431999999995142
3.50,-0.19431999999995142
3.51,-0.19431999999995142
3.52,-0.19431999999995142
3.53,-0.19431999999995142
3.54,-0.19431999999995142
3.55,-0.19431999999995142
3.56,-0.19431999999995142
3.57,-0.19431999999995142
3.58,-0.19431999999995142
3.59,-0.19431999999995142
3.60,-0.19431999999995142
3.61,-0.19431999999995142
3.62,-0.19431999999995142
3.63,-0.19431999999995142
3.64,-0.19431999999995142
3.65,-0.19431999999995142
3.66,-0.19431999999995142
3.67,-0.19431999999995142
3.68,-0.19431999999995142
3.69,-0.19431999999995142
3.70,-0.19431999999995142
3.71,-0.19431999999995142
3.72,-0.19431999999995142
3.73,-0.19431999999995142
3.74,-0.19431999999995142
3.75,-0.19431999999995142
3.76,-0.19431999999995142
3.77,-0.19431999999995142
3.78,-0.19431999999995142
3.79,-0.19431999999995142
3.80,-0.19431999999995142
3.81,-0.19431999999995142
3.82,-0.19431999999995142
3.83,-0.19431999999995142
3.84,-0.19431999999995142
3.85,-0.19431999999995142
3.86,-0.19431999999995142
3.87,-0.19431999999995142
3.88,-0.19431999999995142
3.89,-0.19431999999995142
3.90,-0.19431999999995142
3.91,-0.19431999999995142
3.92,-0.19431999999995142
3.93,-0.19431999999995142
3.94,-0.19431999999995142
3.95,-0.19431999999995142
3.96,-0.19431999999995142
3.97,-0.19431999999995142
3.98,-0.19431999999995142
4.00,-0.19431999999995142
4.01,-0.19431999999995142
4.02,-0.19431999999995142
4.03,-0.19431999999995142
4.04,-0.19431999999995142
4.05,-0.19431999999995142
4.06,-0.19431999999995142
4.07,-0.19431999999995142
4.08,-0.19431999999995142
4.09,-0.19431999999995142
4.10,-0.19431999999995142
4.11,-0.19431999999995142
4.12,-0.19431999999995142
4.13,-0.19431999999995142
4.14,-0.19431999999995142
4.15,-0.19431999999995142
4.16,-0.19431999999995142
4.17,-0.19431999999995142
4.18,-0.19431999999995142
4.19,-0.19431999999995142
4.20,-0.19431999999995142
4.21,-0.19431999999995142
4.22,-0.19431999999995142
4.23,-0.19431999999995142
4.24,-0.19431999999995142
4.25,-0.19431999999995142
4.26,-0.19431999999995142
4.27,-0.19431999999995142
4.28,-0.19431999999995142
4.29,-0.19431999999995142
4.30,-0.19431999999995142
4.31,-0.19431999999995142
4.32,-0.19431999999995142
4.33,-0.19431999999995142
4.34,-0.19431999999995142
4.35,-0.19431999999995142
4.36,-0.19431999999995142
4.37,-0.19431999999995142
4.38,-0.19431999999995142
4.39,-0.19431999999995142
4.40,-0.19431999999995142
4.41,-0.19431999999995142
4.42,-0.19431999999995142
4.43,-0.19431999999995142
4.44,-0.19431999999995142
4.45,-0.19431999999995142
4.46,-0.19431999999995142
4.47,-0.19431999999995142
4.48,-0.19431999999995142
4.49,-0.19431999999995142
4.50,-0.19431999999995142
4.51,-0.19431999999995142
4.52,-0.19431999999995142
4.53,-0.19431999999995142
4.54,-0.19431999999995142
4.55,-0.19431999999995142
4.56,-0.19431999999995142
4.57,-0.19431999999995142
4.58,-0.19431999999995142
4.59,-0.19431999999995142
4.60,-0.19431999999995142
4.61,-0.19431999999995142
4.62,-0.19431999999995142
4.63,-0.19431999999995142
4.64,-0.19431999999995142
4.65,-0.19431999999995142
4.66,-0.19431999999995142
4.67,-0.19431999999995142
4.68,-0.19431999999995142
4.69,-0.19431999999995142
4.70,-0.19431999999995142
4.71,-0.19431999999995142
4.72,-0.19431999999995142
4.73,-0.19431999999995142
4.74,-0.19431999999995142
4.75,-0.19431999999995142
4.76,-0.19431999999995142
4.77,-0.19431999999995142
4.78,-0.19431999999995142
4.79,-0.19431999999995142
4.80,-0.19431999999995142
4.81,-0.19431999999995142
4.82,-0.19431999999995142
4.83,-0.19431999999995142
4.84,-0.19431999999995142
4.85,-0.19431999999995142
4.86,-0.19431999999995142
4.87,-0.19431999999995142
4.88,-0.19431999999995142
4.89,-0.19431999999995142
4.90,-0.19431999999995142
4.91,-0.19431999999995142
4.92,-0.19431999999995142
4.93,-0.19431999999995142
4.94,-0.19431999999995142
4.95,-0.19431999999995142
4.96,-0.19431999999995142
4.97,-0.19431999999995142
4.98,-0.19431999999995142
4.99,-0.19431999999995142
5.00,-0.19431999999995142
5.01,-0.19431999999995142
5.02,-0.19431999999995142
5.03,-0.19431999999995142
5.04,-0.19431999999995142
5.05,-0.19431999999995142
5.06,-0.19431999999995142
5.07,-0.19431999999995142
5.08,-0.19431999999995142
5.09,-0.19431999999995142
5.10,-0.19431999999995142
5.11,-0.19431999999995142
5.12,-0.19431999999995142
5.13,-0.19431999999995142
5.14,-0.19431999999995142
5.15,-0.19431999999995142
5.16,-0.19431999999995142
5.17,-0.19431999999995142
5.18,-0.19431999999995142
5.19,-0.19431999999995142
5.20,-0.19431999999995142
5.21,-0.19431999999995142
5.22,-0.19431999999995142
5.23,-0.19431999999995142
5.24,-0.19431999999995142
5.25,-0.19431999999995142
5.26,-0.19431999999995142
5.27,-0.19431999999995142
5.28,-0.19431999999995142
5.29,-0.19431999999995142
5.30,-0.19431999999995142
5.31,-0.19431999999995142
5.32,-0.19431999999995142
5.33,-0.19431999999995142
5.34,-0.19431999999995142
5.35,-0.19431999999995142
5.36,-0.19431999999995142
5.37,-0.19431999999995142
5.38,-0.19431999999995142
5.39,-0.19931999999995043
5.40,-0.19931999999995043
5.41,-0.19931999999995043
5.42,-0.19931999999995043
5.43,-0.19931999999995043
5.44,-0.19931999999995043
5.45,-0.19931999999995043
5.46,-0.19931999999995043
5.47,-0.19931999999995043
5.48,-0.19931999999995043
5.49,-0.19931999999995043
5.50,-0.19931999999995043
5.51,-0.19931999999995043
5.52,-0.19931999999995043
5.53,-0.19931999999995043
5.54,-0.19931999999995043
5.55,-0.19931999999995043
5.56,-0.19931999999995043
5.57,-0.19931999999995043
5.58,-0.19931999999995043
5.60,-0.19931999999995043
5.61,-0.19931999999995043
5.62,-0.19931999999995043
5.63,-0.19931999999995043
5.64,-0.19931999999995043
5.65,-0.19931999999995043
5.66,-0.19931999999995043
5.67,-0.19931999999995043
5.68,-0.19931999999995043
5.69,-0.19931999999995043
5.70,-0.19931999999995043
5.71,-0.19931999999995043
5.72,-0.19931999999995043
5.73,-0.19931999999995043
5.74,-0.19931999999995043
5.75,-0.19931999999995043
5.76,-0.19931999999995043
5.77,-0.19931999999995043
5.78,-0.19931999999995043
5.79,-0.19931999999995043
5.80,-0.19931999999995043
5.81,-0.19931999999995043
5.82,-0.19931999999995043
5.83,-0.19931999999995043
5.84,-0.19931999999995043
5.85,-0.19931999999995043
5.86,-0.19931999999995043
5.87,-0.19931999999995043
5.88,-0.19931999999995043
5.89,-0.19931999999995043
5.90,-0.19931999999995043
5.91,-0.19931999999995043
5.92,-0.19931999999995043
5.93,-0.19931999999995043
5.94,-0.19931999999995043
5.95,-0.19931999999995043
5.96,-0.19931999999995043
5.97,-0.19931999999995043
5.98,-0.19931999999995043
5.99,-0.19931999999995043
6.00,-0.19931999999995043
6.01,-0.19931999999995043
6.02,-0.19931999999995043
6.03,-0.19931999999995043
6.04,-0.19931999999995043
6.05,-0.19931999999995043
6.06,-0.19931999999995043
6.07,-0.19931999999995043
6.08,-0.19931999999995043
6.09,-0.19931999999995043
6.10,-0.19931999999995043
6.11,-0.19931999999995043
6.12,-0.19931999999995043
6.13,-0.19931999999995043
6.14,-0.19931999999995043
6.15,-0.19931999999995043
6.16,-0.19931999999995043
6.17,-0.19931999999995043
6.18,-0.19931999999995043
6.19,-0.19931999999995043
6.20,-0.19931999999995043
6.21,-0.19931999999995043
6.22,-0.19931999999995043
6.23,-0.19931999999995043
6.24,-0.19931999999995043
6.25,-0.19931999999995043
6.26,-0.19931999999995043
6.27,-0.19931999999995043
6.28,-0.19931999999995043
6.29,-0.19931999999995043
6.30,-0.19931999999995043
6.31,-0.19931999999995043
6.32,-0.19931999999995043
6.33,-0.19931999999995043
6.34,-0.19931999999995043
6.35,-0.19931999999995043
6.36,-0.19931999999995043
6.37,-0.19931999999995043
6.38,-0.24831999999994991
6.39,-0.24831999999994991
6.40,-0.24831999999994991
6.41,-0.24831999999994991
6.42,-0.24831999999994991
6.43,-0.24831999999994991
6.44,-0.24831999999994991
6.45,-0.24831999999994991
6.46,-0.24831999999994991
6.47,-0.24831999999994991
6.48,-0.24831999999994991
6.49,-0.24831999999994991
6.50,-0.24831999999994991
6.51,-0.24831999999994991
6.52,-0.24831999999994991
6.53,-0.24831999999994991
6.54,-0.24831999999994991
6.55,-0.24831999999994991
6.56,-0.24831999999994991
6.57,-0.24831999999994991
6.58,-0.24831999999994991
6.59,-0.24831999999994991
6.60,-0.24831999999994991
6.61,-0.24831999999994991
6.62,-0.24831999999994991
6.63,-0.24831999999994991
6.64,-0.24831999999994991
6.65,-0.24831999999994991
6.66,-0.24831999999994991
6.67,-0.24831999999994991
6.68,-0.24831999999994991
6.69,-0.24831999999994991
6.70,-0.24831999999994991
6.71,-0.24831999999994991
6.72,-0.24831999999994991
6.73,-0.24831999999994991
6.74,-0.24831999999994991
6.75,-0.24831999999994991
6.76,-0.24831999999994991
6.77,-0.24831999999994991
6.78,-0.24831999999994991
6.79,-0.24831999999994991
6.80,-0.24831999999994991
6.81,-0.24831999999994991
6.82,-0.24831999999994991
6.83,-0.24831999999994991
6.84,-0.24831999999994991
6.85,-0.24831999999994991
6.86,-0.24831999999994991
6.87,-0.24831999999994991
6.88,-0.24831999999994991
6.89,-0.24831999999994991
6.90,-0.24831999999994991
6.91,-0.24831999999994991
6.92,-0.24831999999994991
6.93,-0.24831999999994991
6.94,-0.24831999999994991
6.95,-0.24831999999994991
6.96,-0.24831999999994991
6.97,-0.24831999999994991
6.98,-0.24831999999994991
6.99,-0.24831999999994991
7.00,-0.24831999999994991
7.01,-0.24831999999994991
7.02,-0.24831999999994991
7.03,-0.24831999999994991
7.04,-0.24831999999994991
7.05,-0.24831999999994991
7.06,-0.24831999999994991
7.07,-0.24831999999994991
7.08,-0.24831999999994991
7.09,-0.24831999999994991
7.10,-0.24831999999994991
7.11,-0.24831999999994991
7.12,-0.24831999999994991
7.13,-0.24831999999994991
7.14,-0.24831999999994991
7.15,-0.24831999999994991
7.17,-0.24831999999994991
7.18,-0.24831999999994991
7.19,-0.24831999999994991
7.20,-0.24831999999994991
7.21,-0.24831999999994991
7.22,-0.24831999999994991
7.23,-0.24831999999994991
7.24,-0.24831999999994991
7.25,-0.24831999999994991
7.26,-0.24831999999994991
7.27,-0.24831999999994991
7.28,-0.24831999999994991
7.29,-0.24831999999994991
7.30,-0.24831999999994991
7.31,-0.24831999999994991
7.32,-0.24831999999994991
7.33,-0.24831999999994991
7.34,-0.24831999999994991
7.35,-0.24831999999994991
7.36,-0.19931999999995043
7.37,-0.19931999999995043
7.38,-0.19931999999995043
7.39,-0.19931999999995043
7.40,-0.19931999999995043
7.41,-0.19931999999995043
7.42,-0.19931999999995043
7.43,-0.19931999999995043
7.44,-0.19931999999995043
7.45,-0.19931999999995043
7.46,-0.19931999999995043
7.47,-0.19931999999995043
7.48,-0.19931999999995043
7.49,-0.19931999999995043
7.50,-0.19931999999995043
7.51,-0.19931999999995043
7.52,-0.19931999999995043
7.53,-0.19931999999995043
7.54,-0.19931999999995043
7.55,-0.19931999999995043
7.56,-0.19931999999995043
7.57,-0.19931999999995043
7.58,-0.19931999999995043
7.59,-0.19931999999995043
7.60,-0.19931999999995043
7.61,-0.19931999999995043
7.62,-0.19931999999995043
7.63,-0.19931999999995043
7.64,-0.19931999999995043
7.65,-0.19931999999995043
7.66,-0.19931999999995043
7.67,-0.19931999999995043
7.68,-0.19931999999995043
7.69,-0.19931999999995043
7.70,-0.19931999999995043
7.71,-0.19931999999995043
7.72,-0.19931999999995043
7.73,-0.19931999999995043
7.74,-0.19931999999995043
7.75,-0.19931999999995043
7.76,-0.19931999999995043
7.77,-0.19931999999995043
7.78,-0.19931999999995043
7.79,-0.19931999999995043
7.80,-0.19931999999995043
7.81,-0.19931999999995043
7.82,-0.19931999999995043
7.83,-0.19931999999995043
7.84,-0.19931999999995043
7.85,-0.19931999999995043
7.86,-0.19931999999995043
7.87,-0.19931999999995043
7.88,-0.19931999999995043
7.89,-0.19931999999995043
7.90,-0.19931999999995043
7.91,-0.19931999999995043
7.92,-0.19931999999995043
7.93,-0.19931999999995043
7.94,-0.19931999999995043
7.95,-0.19931999999995043
7.96,-0.19931999999995043
7.97,-0.19931999999995043
7.98,-0.19931999999995043
7.99,-0.19931999999995043
8.00,-0.19931999999995043
8.01,-0.19931999999995043
8.02,-0.19931999999995043
8.03,-0.19931999999995043
8.04,-0.19931999999995043
8.05,-0.19931999999995043
8.06,-0.19931999999995043
8.07,-0.19931999999995043
8.08,-0.19931999999995043
8.09,-0.19931999999995043
8.10,-0.19931999999995043
8.11,-0.19931999999995043
8.12,-0.19931999999995043
8.13,-0.19931999999995043
8.14,-0.19931999999995043
8.15,-0.19931999999995043
8.16,-0.19931999999995043
8.17,-0.19931999999995043
8.18,-0.19931999999995043
8.19,-0.19931999999995043
8.20,-0.19931999999995043
8.21,-0.19931999999995043
8.22,-0.19931999999995043
8.23,-0.19931999999995043
8.24,-0.19931999999995043
8.25,-0.19931999999995043
8.26,-0.19931999999995043
8.27,-0.19931999999995043
8.28,-0.19931999999995043
8.29,-0.19931999999995043
8.30,-0.19931999999995043
8.31,-0.19931999999995043
8.32,-0.19931999999995043
8.33,-0.19931999999995043
8.34,-0.19931999999995043
8.35,-0.19931999999995043
8.36,-0.19931999999995043
8.37,-0.19931999999995043
8.38,-0.19931999999995043
8.39,-0.19931999999995043
8.40,-0.19931999999995043
8.41,-0.19931999999995043
8.42,-0.19931999999995043
8.43,-0.19931999999995043
8.44,-0.24831999999994991
8.45,-0.24831999999994991
8.46,-0.24831999999994991
8.47,-0.24831999999994991
8.48,-0.24831999999994991
8.49,-0.24831999999994991
8.50,-0.24831999999994991
8.51,-0.24831999999994991
8.52,-0.24831999999994991
8.53,-0.24831999999994991
8.54,-0.24831999999994991
8.55,-0.24831999999994991
8.56,-0.24831999999994991
8.57,-0.24831999999994991
8.58,-0.24831999999994991
8.59,-0.24831999999994991
8.60,-0.24831999999994991
8.61,-0.24831999999994991
8.62,-0.24831999999994991
8.63,-0.24831999999994991
8.64,-0.24831999999994991
8.65,-0.24831999999994991
8.66,-0.24831999999994991
8.67,-0.24831999999994991
8.68,-0.24831999999994991
8.69,-0.24831999999994991
8.70,-0.24831999999994991
8.71,-0.24831999999994991
8.72,-0.24831999999994991
8.73,-0.24831999999994991
8.74,-0.24831999999994991
8.75,-0.24831999999994991
8.76,-0.24831999999994991
8.77,-0.24831999999994991
8.79,-0.24831999999994991
8.80,-0.24831999999994991
8.81,-0.24831999999994991
8.82,-0.24831999999994991
8.83,-0.24831999999994991
8.84,-0.24831999999994991
8.85,-0.24831999999994991
8.86,-0.24831999999994991
8.87,-0.24831999999994991
8.88,-0.24831999999994991
8.89,-0.24831999999994991
8.90,-0.24831999999994991
8.91,-0.24831999999994991
8.92,-0.24831999999994991
8.93,-0.24831999999994991
8.94,-0.24831999999994991
8.95,-0.24831999999994991
8.96,-0.24831999999994991
8.97,-0.24831999999994991
8.98,-0.24831999999994991
8.99,-0.24831999999994991
9.00,-0.24831999999994991
9.01,-0.24831999999994991
9.02,-0.24831999999994991
9.03,-0.24831999999994991
9.04,-0.24831999999994991
9.05,-0.24831999999994991
9.06,-0.24831999999994991
9.07,-0.24831999999994991
9.08,-0.24831999999994991
9.09,-0.24831999999994991
9.10,-0.24831999999994991
9.11,-0.24831999999994991
9.12,-0.24831999999994991
9.13,-0.24831999999994991
9.14,-0.24831999999994991
9.15,-0.24831999999994991
9.16,-0.24831999999994991
9.17,-0.24831999999994991
9.18,-0.24831999999994991
9.19,-0.24831999999994991
9.20,-0.24831999999994991
9.21,-0.24831999999994991
9.22,-0.24831999999994991
9.23,-0.24831999999994991
9.24,-0.24831999999994991
9.25,-0.24831999999994991
9.26,-0.24831999999994991
9.27,-0.24831999999994991
9.28,-0.24831999999994991
9.29,-0.24831999999994991
9.30,-0.24831999999994991
9.31,-0.24831999999994991
9.32,-0.24831999999994991
9.33,-0.24831999999994991
9.34,-0.24831999999994991
9.35,-0.24831999999994991
9.36,-0.24831999999994991
9.37,-0.24831999999994991
9.38,-0.24831999999994991
9.39,-0.24831999999994991
9.40,-0.24831999999994991
9.41,-0.24831999999994991
9.42,-0.24831999999994991
9.43,-0.29731999999995296
9.44,-0.29731999999995296
9.45,-0.29731999999995296
9.46,-0.29731999999995296
9.47,-0.29731999999995296
9.48,-0.29731999999995296
9.49,-0.29731999999995296
9.50,-0.29731999999995296
9.51,-0.29731999999995296
9.52,-0.29731999999995296
9.53,-0.29731999999995296
9.54,-0.29731999999995296
9.55,-0.29731999999995296
9.56,-0.29731999999995296
9.57,-0.29731999999995296
9.58,-0.29731999999995296
9.59,-0.29731999999995296
9.60,-0.29731999999995296
9.61,-0.29731999999995296
9.62,-0.29731999999995296
9.63,-0.29731999999995296
9.64,-0.29731999999995296
9.65,-0.29731999999995296
9.66,-0.29731999999995296
9.67,-0.29731999999995296
9.68,-0.29731999999995296
9.69,-0.29731999999995296
9.70,-0.29731999999995296
9.71,-0.29731999999995296
9.72,-0.29731999999995296
9.73,-0.29731999999995296
9.74,-0.29731999999995296
9.75,-0.29731999999995296
9.76,-0.29731999999995296
9.77,-0.29731999999995296
9.78,-0.29731999999995296
9.79,-0.29731999999995296
9.80,-0.29731999999995296
9.81,-0.29731999999995296
9.82,-0.29731999999995296
9.83,-0.29731999999995296
9.84,-0.29731999999995296
9.85,-0.29731999999995296
9.86,-0.29731999999995296
9.87,-0.29731999999995296
9.88,-0.29731999999995296
9.89,-0.29731999999995296
9.90,-0.29731999999995296
9.91,-0.29731999999995296
9.92,-0.29731999999995296
9.93,-0.29731999999995296
9.94,-0.29731999999995296
9.95,-0.29731999999995296
9.96,-0.29731999999995296
9.97,-0.29731999999995296
9.98,-0.29731999999995296
9.99,-0.29731999999995296
10.00,-0.29731999999995296
10.01,-0.29731999999995296
10.02,-0.29731999999995296
10.03,-0.29731999999995296
